GEM plant ID,Plant name (English),Plant name (other language),Other plant names (English),Other plant names (other language),Owner,Owner (other language),Owner GEM entity ID,Owner PermID,SOE status,Parent (English),Parent GEM entity ID,Parent PermID,Location address,Location address (other language),Municipality,Subnational unit,Country/area,Region,Coordinates,Coordinate accuracy,GEM wiki page,Plant age,Announced date,Construction date,Start date,Pre-retirement announcement date,Idled date,Retired date,Ferronickel capacity (ttpa),Sinter plant capacity (ttpa),Coking plant capacity (ttpa),Pelletizing plant capacity (ttpa),Category steel product,Steel products,Steel sector end users,Workforce size,ISO 14001,ISO 50001,ResponsibleSteel certification,Main production equipment,Power source,Iron ore source,Met coal source,Total capacity (ttpa),Latitude,Longitude,Country_code,distance_degrees,litpop_index,LitPop_value,LitPop_latitude,LitPop_longitude,LitPop_region_id,LitPop_impf
P100000121087,Shanxi Tongde Xinghua Special Steel Co Ltd,山西同德兴华特钢有限公司,"Datong Coal Mine Tianjian Iron and Steel Co., Ltd.",大同煤矿天建钢铁有限公司,Shanxi Tongde Xinghua Special Steel Co Ltd,山西同德兴华特钢有限公司,E100000127073,unknown,Partial,Shanxi State-Owned Capital Investment and Operation Co Ltd [28.7%]; Datong Qijun Trading Co Ltd [26.0%]; Tianjin Bohai Runde Steel Group Co Ltd [25.0%]; China Cinda Asset Management Co Ltd [14.8%]; Jinneng Holding Group Co Ltd [3.2%]; unknown [2.3%],E100000001663 [28.7%]; E100000128383 [26.0%]; E100000128384 [25.0%]; E100000123329 [14.8%]; E100000001543 [3.2%]; E100000132388 [2.3%],unknown [28.7%]; unknown [26.0%]; unknown [25.0%]; unknown [14.8%]; unknown [3.2%]; unknown [2.3%],unknown,山西省大同市南郊区古店镇,Gudian,Shanxi,China,Asia Pacific,"40.1835170, 113.3054620",exact,https://www.gem.wiki/Shanxi_Tongde_Xinghua_Special_Steel_Co_Ltd,20.21,unknown,unknown,2005-12-06 00:00:00,unknown,unknown,unknown,,,,,"semi-finished, finished rolled","billet, rebar","building and infrastructure, energy, tools and machinery, transport",3140,2023-12-25 00:00:00,2024-05-28 00:00:00,no,BF; BOF,unknown,unknown,unknown,,40.183517,113.305462,CHN,0.028392980901589437,46250,353310074.948443,40.20833333,113.29166667,156,1
P100000120261,Shanxi Xintai Iron and Steel Co Ltd,山西新泰钢铁有限公司,,,Shanxi Xintai Iron & Steel Co Ltd,山西新泰钢铁有限公司,E100000127010,unknown,,Shanxi Antai Holding Group Co Ltd [100.0%],E100000127791 [100.0%],unknown [100.0%],unknown,山西省晋中市介休市义安镇,Yi'an,Shanxi,China,Asia Pacific,"37.0750170, 111.9851480",exact,https://www.gem.wiki/Shanxi_Xintai_Iron_and_Steel_Co_Ltd,20.73,unknown,unknown,2005-05-30 00:00:00,unknown,unknown,unknown,,,,,finished rolled,wire,"automotive, building and infrastructure, energy, tools and machinery, transport",1729,2023-10-18 00:00:00,2023-06-25 00:00:00,no,BF; BOF,unknown,unknown,unknown,,37.075017,111.985148,CHN,0.0427933527351824,66990,4334687658.950084,37.04166667,111.95833333,156,1
P100000120271,Shanxi Zhongsheng Iron and Steel Co Ltd,山西中升钢铁有限公司,,,Shanxi Zhongsheng Iron and Steel Co Ltd,山西中升钢铁有限公司,E100000127019,unknown,,Shanxi Zhongsheng Iron and Steel Co Ltd [100.0%],E100000127019 [100.0%],unknown [100.0%],unknown,山西省临汾市襄汾县永固乡,Yonggu,Shanxi,China,Asia Pacific,"35.7277760, 111.3301220",exact,https://www.gem.wiki/Shanxi_Zhongsheng_Iron_and_Steel_Co_Ltd,19.32,unknown,unknown,2006-10-27 00:00:00,unknown,unknown,unknown,,,,,"semi-finished, finished rolled","billet, wire rod, bar","building and infrastructure, transport",104,no,no,no,BF; BOF,unknown,unknown,unknown,,35.727776,111.330122,CHN,0.04309094826222847,75626,224177109.58702946,35.70833333,111.29166667,156,1
P100000120259,Shanxi Zhongyang Iron and Steel Co Ltd,山西中阳钢铁有限公司,,,Shanxi Zhongyang Iron & Steel Co Ltd,山西中阳钢铁有限公司,E100000122988,unknown,,Shanxi Zhongyang Iron & Steel Co Ltd [100.0%],E100000122988 [100.0%],unknown [100.0%],Northern Suburb of Zhongyang County,山西省吕梁市中阳县城北郊,Lvliang,Shanxi,China,Asia Pacific,"37.3707960, 111.1611180",exact,https://www.gem.wiki/Shanxi_Zhongyang_Iron_and_Steel_Co_Ltd,20.28,unknown,unknown,2005-11-10 00:00:00,unknown,unknown,unknown,,,1000.0,,finished rolled,"tube, rebar",unknown,7019,2025-07-28 00:00:00,2025-08-23 00:00:00,no,BF; BOF,unknown,unknown,unknown,1000.0,37.370796,111.161118,CHN,0.03636184181253952,64711,320338051.3482251,37.375,111.125,156,1
P100001063176,"Shengli (Qingyuan) Steel Products Co., Ltd.",圣力（清远）钢制品有限公司,,,Shengli (Qingyuan) Steel Products Co Ltd,,E100002020562,unknown,,Shengli (Qingyuan) Steel Products Co Ltd [100.0%],E100002020562 [100.0%],unknown [100.0%],unknown,清远市高新技术产业开发区雄兴工业城（广东省清远市龙塘镇银盏107国道西侧雄兴工业城）,Qingyuan,Guangdong,China,Asia Pacific,"23.5530410, 113.1199420",exact,"https://www.gem.wiki/Shengli_(Qingyuan)_Steel_Products_Co.,_Ltd.",22.0,unknown,unknown,2004,unknown,unknown,unknown,,,,,finished rolled,"Rebar, wire rod",building and infrastructure,263,2024-06-11 00:00:00,2024-08-29 00:00:00,no,EAF,unknown,unknown,unknown,,23.553041,113.119942,CHN,0.01244824272533792,133464,1383225148.037752,23.54166667,113.125,156,1
P100001063815,ShiGangJingCheng Equipment Development and Manufacturing Co Ltd,石钢京诚装备技术有限公司,,,ShiGangJingCheng Equipment Development and Manufacturing Co Ltd,石钢京诚装备技术有限公司,E100002020787,5037118245,,ShiGangJingCheng Equipment Development and Manufacturing Co Ltd [100.0%],E100002020787 [100.0%],5037118245 [100.0%],No. 1 East Xinlian Street,辽宁(营口)沿海产业基地管委会新联大街东1号,unknown,Liaoning,China,Asia Pacific,"40.626396, 122.388840",exact,https://www.gem.wiki/ShiGangJingCheng_Equipment_Development_and_Manufacturing_Co_Ltd,20.0,unknown,unknown,2006,unknown,unknown,unknown,,,,,unknown,"cast billets, rolled products, forged products, large castings and forgings","building and infrastructure, energy, steel packaging, tools and machinery, transport",unknown,2024-09-29 00:00:00,2023-03-15 00:00:00,no,BOF; EAF,unknown,unknown,unknown,,40.626396,122.38884,CHN,0.013910227029062125,43457,758099574.9849542,40.625,122.375,156,1
P100000120246,Shiheng Special Steel Group Co Ltd,石横特钢集团有限公司,"Shandong Shiheng Special Steel Group Co., Ltd., Shandong Shiheng Special Steel Co., Ltd.",山东石横特钢集团有限公司,Shiheng SPECIAL Steel Group Co Ltd,石横特钢集团有限公司,E100000123204,unknown,,Shiheng Special Steel Holding Group Co Ltd [54.7%]; Hong Kong Wing Tai Holdings [22.0%]; unknown [15.9%]; Trade Union Committee of Shiheng Special Steel Group [7.4%],E100000124166 [54.7%]; E100000126043 [22.0%]; E100000132388 [15.9%]; E100000126042 [7.4%],unknown [54.7%]; unknown [22.0%]; unknown [15.9%]; unknown [7.4%],unknown,山东省泰安市肥城市石横镇,Shiheng,Shandong,China,Asia Pacific,"36.2292010, 116.5339810",exact,https://www.gem.wiki/Shiheng_Special_Steel_Group_Co_Ltd,25.15,unknown,unknown,2000-12-27 00:00:00,unknown,unknown,unknown,,,1000.0,,finished rolled,"rounds, profile","automotive, building and infrastructure, tools and machinery",7337,2023-12-28 00:00:00,2024-12-02 00:00:00,no,BF; BOF,unknown,unknown,unknown,1000.0,36.229201,116.533981,CHN,0.022238011929528744,72522,1341653440.6361408,36.20833333,116.54166667,156,1
P100001064067,Shijiazhuang Hongsen Melting & Casting Co Ltd,石家庄市宏森熔炼铸造有限公司,,"石家庄市藁城区宏森熔炼铸造有限公司, 藁城市宏森熔炼铸造有限公司",Shijiazhuang Hongsen Melting & Casting Co Ltd,,E100002020973,unknown,,Shijiazhuang Hongsen Melting & Casting Co Ltd [100.0%],E100002020973 [100.0%],unknown [100.0%],unknown,河北藁城经济技术开发区兴柳路铁路桥南300米路东,Shijiazhuang,Hebei,China,Asia Pacific,"38.021527, 114.916959",exact,https://www.gem.wiki/Shijiazhuang_Hongsen_Melting_&_Casting_Co_Ltd,19.47,unknown,unknown,2006-08-31 00:00:00,unknown,unknown,unknown,,,,,"semi-finished, finished rolled","Cast Iron, Ductile Iron / Spheroidal Graphite Iron, High-Purity Pig Iron, Precision Castings",unknown,1000,2023-02-21 00:00:00,2025-06-30 00:00:00,no,BF; EAF,unknown,unknown,unknown,,38.021527,114.916959,CHN,0.046015665709163274,60468,945492196.1136818,38.04166667,114.95833333,156,1
P100000120103,Shijiazhuang Iron and Steel Co Ltd,石家庄钢铁有限责任公司(主厂区),Shijiazhuang Iron and Steel Co Ltd Main Plant,,Shijiazhuang Iron and Steel Co Ltd,石家庄钢铁有限责任公司,E100001000929,4296807460,Partial,HBIS Group Co Ltd [74.7%]; HBIS International Holdings Ltd [24.9%]; unknown [0.4%],E100000124529 [74.7%]; E100000130636 [24.9%]; E100000132388 [0.4%],5000022648 [74.7%]; 5037085210 [24.9%]; unknown [0.4%],"No. 363 Heping East Road, Chang'an District, Shijiazhuang City, Hebei Province",河北省石家庄市长安区和平东路363号,Shijiazhuang,Hebei,China,Asia Pacific,"38.0607350, 114.5603580",exact,https://www.gem.wiki/Shijiazhuang_Iron_and_Steel_Co_Ltd,63.0,unknown,unknown,1957,unknown,unknown,2020,,,,,finished rolled,"bearings, structural, spring steel","automotive, building and infrastructure, tools and machinery, transport",unknown,2021-06-23 00:00:00,2021-06-23 00:00:00,no,BF; BOF; EAF,State Grid Shijiazhuang Power Supply Company,unknown,unknown,,38.060735,114.560358,CHN,0.02670144239845039,60463,81899035074.2525,38.04166667,114.54166667,156,1
P100000120322,Shijiazhuang Iron and Steel Co Ltd Special Steel Branch,石家庄钢铁有限责任公司特殊钢分公司,Shijiazhuang Iron & Steel Co Ltd,石家庄钢铁有限责任公司,Shijiazhuang Iron and Steel Co Ltd,石家庄钢铁有限责任公司,E100001000929,4296807460,Partial,HBIS Group Co Ltd [74.7%]; HBIS International Holdings Ltd [24.9%]; unknown [0.4%],E100000124529 [74.7%]; E100000130636 [24.9%]; E100000132388 [0.4%],5000022648 [74.7%]; 5037085210 [24.9%]; unknown [0.4%],"Jingjing Mining Area, Shijiazhuang City, Hebei Province",河北省石家庄市井阱矿区世纪大道北侧，贾凤路西侧,Shijiazhuang,Hebei,China,Asia Pacific,"38.0750080, 114.0330430",exact,https://www.gem.wiki/Shijiazhuang_Iron_and_Steel_Co_Ltd_Special_Steel_Branch,6.0,unknown,2018-12-27 00:00:00,2020,unknown,unknown,unknown,,,,,finished rolled,unknown,unknown,3576,2024-06-18 00:00:00,2024-06-18 00:00:00,no,EAF,State Grid Shijiazhuang Power Supply Company,unknown,unknown,,38.075008,114.033043,CHN,0.03443852451017006,60457,1532287958.3060682,38.04166667,114.04166667,156,1
P100000121073,Shiyan Fuyan Iron and Steel Co Ltd,十堰福堰钢铁有限公司,,,Shiyan Fuyan Iron and Steel Co Ltd,十堰福堰钢铁有限公司,E100000126575,unknown,,Hubei Tiangang Recycling Industry Group Co Ltd [50.8%]; natural person(s) [49.2%],E100000127543 [50.8%]; E100000123261 [49.2%],unknown [50.8%]; unknown [49.2%],"Guojiawan, No. 2 Xicheng Road, Xicheng Development Zone, Zhangwan District, Shiyan City",十堰市张湾区西城开发区西城路2号郭家湾,Shiyan,Hubei,China,Asia Pacific,"32.6503670, 110.6547940",exact,https://www.gem.wiki/Shiyan_Fuyan_Iron_and_Steel_Co_Ltd,23.0,unknown,unknown,2003,2023-03-21 00:00:00,unknown,unknown,,,,,finished rolled,"wire rod, bar, round bar, hot rolled",unknown,210,2022-08-24 00:00:00,unknown,no,EAF,State Grid Shiyan Development Zone Power Supply Center,unknown,unknown,,32.650367,110.654794,CHN,0.03913013065400971,94024,111115982.9373292,32.625,110.625,156,1
P100000121074,Shiyan Yunyang District Rongfeng Iron and Steel Co Ltd,十堰市郧阳区榕峰钢铁有限公司,"Yun County Rongfeng Iron and Steel Co., Ltd.",郧县榕峰钢铁有限公司,Yun County Rongfeng Rolling Mill Factory,十堰市郧阳区榕峰钢铁有限公司,E100000127356,unknown,,Yun County Rongfeng Rolling Mill Factory [100.0%],E100000127356 [100.0%],unknown [100.0%],"Group 4, Chadian Village, Yunyang Economic Development Zone, Shiyan City, Shiyan City, Hubei Province",湖北省十堰市郧阳区经济开发区茶店村四组,Shiyan,Hubei,China,Asia Pacific,"32.7385980, 110.7932690",exact,https://www.gem.wiki/Shiyan_Yunyang_District_Rongfeng_Iron_and_Steel_Co_Ltd,15.0,unknown,unknown,2011,unknown,unknown,unknown,,,,,finished rolled,"bar, hot rolled",unknown,196,2024-03-27 00:00:00,unknown,no,EAF,State Grid Shiyan Power Supply Company,unknown,unknown,,32.738598,110.793269,CHN,0.030307057125987306,93529,2868377109.874325,32.70833333,110.79166667,156,1
P100000120275,Shougang Changzhi Iron and Steel Co Ltd,首钢长治钢铁有限公司,Changzhi Iron and Steel Plant,长治钢铁厂,Shougang Changzhi IRON& Steel Co Ltd,首钢长治钢铁有限公司,E100000127139,unknown,Full,Beijing State-owned Capital Management Center [90.0%]; Changzhi State-owned Industry Asset Operation Co Ltd [10.0%],E100000000158 [90.0%]; E100000128277 [10.0%],unknown [90.0%]; unknown [10.0%],No. 9 Gangcheng Street,山西省长治市钢城大街9号,Changzhi,Shanxi,China,Asia Pacific,"36.3564040, 113.0608090",exact,https://www.gem.wiki/Shougang_Changzhi_Iron_and_Steel_Co_Ltd,29.94,unknown,unknown,1996-03-13 00:00:00,unknown,unknown,unknown,,,,,finished rolled,"spring steel, rebar","building and infrastructure, transport",7130,2025-04-16 00:00:00,2024-10-22 00:00:00,no,BF; BOF,unknown,unknown,unknown,,36.356404,113.060809,CHN,0.02668782519856758,71408,2449438562.2978115,36.375,113.04166667,156,1
P100000121067,Shougang Guiyang Special Steel Co Ltd,首钢贵阳特殊钢有限责任公司,"Guiyang Special Steel Co., Ltd.",贵阳特殊钢有限责任公司,Shougang Guiyang SPECIAL Steel Co Ltd,首钢贵阳特殊钢有限责任公司,E100000126164,unknown,Partial,Beijing State-owned Capital Management Center [70.0%]; Guizhou Qiansheng State-Owned Assets Management Co Ltd [29.7%]; unknown [0.3%],E100000000158 [70.0%]; E100000124909 [29.7%]; E100000132388 [0.3%],unknown [70.0%]; unknown [29.7%]; unknown [0.3%],"77 Xindong Road, Zhazuo Town, Xiuwen County, Guiyang City, Guizhou Province",贵州省贵阳市修文县扎佐镇新东路77号,Guiyang,Guizhou,China,Asia Pacific,"26.8735920, 106.7321500",exact,https://www.gem.wiki/Shougang_Guiyang_Special_Steel_Co_Ltd,68.0,unknown,unknown,1958,unknown,unknown,unknown,,,,,finished rolled,"wire, bar","building and infrastructure, tools and machinery, transport",1113,2022-11-07 00:00:00,2024-12-11 00:00:00,no,EAF,unknown,unknown,unknown,,26.873592,106.73215,CHN,0.023858252951316637,123468,264952407.92503846,26.875,106.70833333,156,1
P100000120106,Shougang Jingtang United Iron and Steel Co Ltd,首钢京唐钢铁联合有限公司,,,Shougang Jingtang United Iron & Steel Co Ltd,首钢京唐钢铁联合有限责任公司,E100000121927,unknown,,Beijing Shougang Co Ltd [100.0%],E100000124355 [100.0%],unknown [100.0%],"Caofeidian Industrial Zone, Tangshan City, Hebei Province",河北省唐山市曹妃甸工业区钢铁电力园区,Tangshan,Hebei,China,Asia Pacific,"38.9536640, 118.5033900",exact,https://www.gem.wiki/Shougang_Jingtang_United_Iron_and_Steel_Co_Ltd,21.0,unknown,unknown,2005,unknown,unknown,unknown,,,,,finished rolled,plate,"building and infrastructure, energy, tools and machinery, transport",9104,2024-10-10 00:00:00,2024-12-05 00:00:00,no,BF; BOF,"heat-power-electricity-water-salt"" five-effect integrated and efficient recycling system","Shougang Peru Iron Ore Co., Ltd.","Shanxi Coking Coal Energy Group Co., Ltd.",,38.953664,118.50339,CHN,0.038560421534754176,136951,102371633.8710309,38.95833333,118.54166667,156,1
P100000120107,Shougang Qian an Iron and Steel Co Ltd,首钢股份公司迁安钢铁公司,,,Beijing Shougang Co Ltd,北京首钢股份有限公司,E100000124355,unknown,,Beijing Shougang Co Ltd [100.0%],E100000124355 [100.0%],unknown [100.0%],"No. 025 Zhao'an Street, Western Industrial Zone, Qian'an City, Tangshan City, Hebei Province",河北省唐山市迁安市西部工业区兆安街025号,Tangshan,Hebei,China,Asia Pacific,"39.9767020, 118.5587880",exact,https://www.gem.wiki/Shougang_Qian_an_Iron_and_Steel_Co_Ltd,24.0,unknown,unknown,2002,unknown,unknown,unknown,,,,,finished rolled,"plate, electrical","automotive, tools and machinery",5339,2024-06-17 00:00:00,2024-06-17 00:00:00,no,BF; BOF; EAF,Combined Cycle Power Plant :three sets of gas steam combined cycle power generation units/Roof photovoltaic power generation,unknown,unknown,,39.976702,118.558788,CHN,0.025110714417119744,48059,1205952791.2560177,39.95833333,118.54166667,156,1
P100000120096,Shougang Shuicheng Iron and Steel Group Co Ltd,首钢水城钢铁(集团)有限公司,"Shuicheng Iron and Steel (Group) Co., Ltd.",水城钢铁(集团)有限责任公司,Shougang Shuicheng Iron & Steel (Group) Co Ltd,首钢水城钢铁（集团）有限责任公司,E100000128137,unknown,Partial,Beijing State-owned Capital Management Center [61.1%]; China Huarong Asset Management Co Ltd [16.2%]; China Cinda Asset Management Co Ltd [13.2%]; unknown [9.6%],E100000000158 [61.1%]; E100000123273 [16.2%]; E100000123329 [13.2%]; E100000132388 [9.6%],unknown [61.1%]; unknown [16.2%]; unknown [13.2%]; unknown [9.6%],"Baxi Middle Road, Zhongshan District, Liupanshui City, Guizhou Province",贵州省六盘水市钟山区巴西中路,Liupanshui,Guizhou,China,Asia Pacific,"26.5952290, 104.8774130",exact,https://www.gem.wiki/Shougang_Shuicheng_Iron_and_Steel_Group_Co_Ltd,60.0,unknown,unknown,1966,unknown,unknown,unknown,,,,,finished rolled,"wire, bar","automotive, tools and machinery",8900,2024-08-05 00:00:00,2025-05-29 00:00:00,no,BF; BOF,55MW ultra-high temperature and ultra-high pressure gas power generation unit,unknown,unknown,,26.595229,104.877413,CHN,0.029868629195194632,124208,2917021785.146939,26.625,104.875,156,1
P100001063585,Shougang Yili Iron & Steel Co Ltd,首钢伊犁钢铁有限公司,,,Shougang Yili Iron & Steel Co Ltd,首钢伊犁钢铁有限公司,E100002020679,unknown,,Shougang Yili Iron & Steel Co Ltd [100.0%],E100002020679 [100.0%],unknown [100.0%],316 Sheng Dao,新建伊犁州新源县工业园区,unknown,Xinjiang,China,Asia Pacific,"43.528516, 83.276706",exact,https://www.gem.wiki/Shougang_Yili_Iron_&_Steel_Co_Ltd,68.0,unknown,unknown,1958,unknown,unknown,unknown,,,,,unknown,"Broadband, narrowband, welded pipe",unknown,2000,unknown,unknown,no,BF,unknown,unknown,unknown,,43.528516,83.276706,CHN,0.0199188796948389,24885,36347068.67769812,43.54166667,83.29166667,156,1
P100000120377,Sichuan Dazhou Iron and Steel Group Co Ltd,四川省达州钢铁集团有限责任公司,,,Sichuan Dazhou Iron & Steel Group Co Ltd,四川省达州钢铁集团有限责任公司,E100000126249,unknown,,Beijing Fangda International Industrial Investment Group Co Ltd [69.3%]; unknown [24.6%]; China Cinda Asset Management Co Ltd [6.1%],E100000128862 [69.3%]; E100000132388 [24.6%]; E100000123329 [6.1%],unknown [69.3%]; unknown [24.6%]; unknown [6.1%],"No. 25, Xihe Road",四川省达州市通川区西河路25号,unknown,Sichuan,China,Asia Pacific,"31.1894500, 107.4530990",exact,https://www.gem.wiki/Sichuan_Dazhou_Iron_and_Steel_Group_Co_Ltd,28.89,unknown,unknown,1997-04-01 00:00:00,unknown,unknown,unknown,,4300.0,2100.0,,finished rolled,"wire rod, rounds, rebar, hot rolled",unknown,3854,2023-11-02 00:00:00,expired,no,BF; BOF,unknown,unknown,unknown,6400.0,31.18945,107.453099,CHN,0.019595365840876608,102666,10197981456.470524,31.20833333,107.45833333,156,1
P100000120075,Sichuan Desheng Group Vanadium and Titanium Co Ltd,四川德胜集团钒钛有限公司,"Sichuan Desheng Group Steel Co., Ltd.",四川德胜集团钢铁有限公司,"Sichuan De Sheng Group, Vanadium and Titanium Co Ltd",四川德胜集团钒钛有限公司,E100000126458,unknown,,Haojun Development Group Co Ltd [49.0%]; natural person(s) [26.8%]; Yunnan Desheng Steel Co Ltd [14.0%]; Yunnan Desheng Logistics Co Ltd [10.2%],E100000128691 [49.0%]; E100000123261 [26.8%]; E100000126976 [14.0%]; E100000127448 [10.2%],unknown [49.0%]; unknown [26.8%]; unknown [14.0%]; unknown [10.2%],"No. 8 Tonghe Road South Section, Shawan District, Leshan City, Sichuan Province",四川省乐山市沙湾区铜河路南段8号,Leshan,Chongqing,China,Asia Pacific,"29.3979800, 103.5425320",exact,https://www.gem.wiki/Sichuan_Desheng_Group_Vanadium_and_Titanium_Co_Ltd,29.0,unknown,unknown,1997,unknown,unknown,unknown,,2800.0,,,finished rolled,"round bar, bar",unknown,3309,2023-05-29 00:00:00,no,no,BF; BOF,Waste heat and gas double super power generation,unknown,unknown,2800.0,29.39798,103.542532,CHN,0.022996286569985903,113213,181895609.9521647,29.375,103.54166667,156,1
P100000120375,Sichuan Gangchen Stainless Steel Co Ltd,四川西南不锈钢有限责任公司,"Sichuan Southwest Stainless Steel Co., Ltd.",四川罡宸不锈钢有限责任公司,Sichuan Gangchen Stainless Steel Co Ltd,四川罡宸不锈钢有限责任公司,E100000127249,unknown,,Fujian Xinsheng Investment Co Ltd [85.0%]; Pingtan Longxin Investment Co Ltd [15.0%],E100000127559 [85.0%]; E100000127560 [15.0%],unknown [85.0%]; unknown [15.0%],"No. 1, Taishan Road",四川省乐山市沙湾区嘉农镇泰山路1号,Jianong,Sichuan,China,Asia Pacific,"29.5010440, 103.6073650",exact,https://www.gem.wiki/Sichuan_Gangchen_Stainless_Steel_Co_Ltd,6.23,unknown,unknown,2019-11-29 00:00:00,unknown,unknown,unknown,,,,,unknown,unknown,"building and infrastructure, energy, tools and machinery",720,2024-04-07 00:00:00,2024-01-08 00:00:00,no,EAF,State Grid Leshan Power Supply Company,unknown,unknown,,29.501044,103.607365,CHN,0.04428537617463517,112293,473439435.8729224,29.54166667,103.625,156,1
